,Unnamed: 0,origin,destination,treq,tarr,ttrav,origin_x,origin_y,destination_x,destination_y,success,n_itineraries,duration,walkDistance,transfers,transitTime,waitingTime,modes,dist
4476,4498,46399974,2400161649,2020-10-27 17:34:00,1900-01-01 18:01:00,0 days 00:27:00,4.9468252,52.3744394,4.8747581,52.3776042,True,3.0,2212.0,727.3251428552986,1.0,1643.0,4.0,"[['WALK', 429, 557], ['TRAM', 1300, 5606], ['WALK', 38, 47], ['TRAM', 343, 1376], ['WALK', 98, 122]]",6177
4477,4499,46429568,3509181978,2020-10-27 17:31:00,1900-01-01 17:47:00,0 days 00:16:00,4.8763884,52.3806338,4.9062561,52.3979854,True,3.0,1771.0,972.1144436016835,1.0,963.0,27.0,"[['WALK', 564, 705], ['BUS', 483, 2626], ['WALK', 84, 108], ['BUS', 480, 4635], ['WALK', 133, 157]]",7945
4486,4508,46422772,46278428,2020-10-27 17:33:00,1900-01-01 18:04:00,0 days 00:31:00,4.8750916,52.379284,4.9585426,52.3465101,True,3.0,3167.0,1432.9023157741042,1.0,1846.0,140.0,"[['WALK', 325, 384], ['TRAM', 282, 1142], ['TRAM', 1564, 6492], ['WALK', 856, 1048]]",9355
4516,4538,46278428,46409183,2020-10-27 17:34:00,1900-01-01 17:52:00,0 days 00:18:00,4.9585426,52.3465101,4.8727637,52.3763999,True,3.0,3108.0,1764.2781954684508,0.0,1659.0,2.0,"[['WALK', 856, 1047], ['TRAM', 1659, 6954], ['WALK', 591, 715]]",11694
4517,4539,46278428,46396067,2020-10-27 17:34:00,1900-01-01 17:52:00,0 days 00:18:00,4.9585426,52.3465101,4.8692422,52.3736002,True,3.0,3112.0,1584.530533811563,0.0,1798.0,2.0,"[['WALK', 856, 1047], ['TRAM', 1798, 7333], ['WALK', 456, 536]]",11708
4537,4559,46252254,46415824,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.9508125,52.3410774,4.8747225,52.3777802,True,3.0,2640.0,1201.961864650494,0.0,1659.0,2.0,"[['WALK', 295, 361], ['TRAM', 1659, 6954], ['WALK', 684, 840]]",8536
4554,4576,46332010,410410181,2020-10-27 17:51:00,1900-01-01 18:06:00,0 days 00:15:00,4.91439,52.35927,4.8276076,52.3581418,True,3.0,1853.0,406.3566315740226,0.0,1511.0,2.0,"[['WALK', 170, 210], ['TRAM', 1511, 6903], ['WALK', 170, 195]]",6645
4559,4581,46358447,46539183,2020-10-27 17:52:00,1900-01-01 18:33:00,0 days 00:41:00,4.867885,52.3654507,4.9231702,52.4111156,True,3.0,2442.0,693.5673909691704,2.0,1531.0,344.0,"[['WALK', 58, 69], ['TRAM', 907, 3196], ['WALK', 106, 137], ['SUBWAY', 296, 3704], ['WALK', 156, 204], ['BUS', 328, 1947], ['WALK', 247, 282]]",9992
4575,4597,2300133169,46491296,2020-10-27 17:32:00,1900-01-01 17:49:00,0 days 00:17:00,4.8708979,52.3689241,4.9338643,52.395505,True,3.0,2339.0,1396.5633157789443,1.0,1036.0,176.0,"[['WALK', 190, 233], ['TRAM', 501, 1970], ['WALK', 179, 234], ['SUBWAY', 535, 5878], ['WALK', 758, 927]]",7608
4603,4626,6960846027,46278428,2020-10-27 17:56:00,1900-01-01 18:28:00,0 days 00:32:00,4.8603367,52.3645084,4.9585426,52.3465101,True,3.0,2990.0,1128.9914811919566,1.0,1940.0,126.0,"[['WALK', 68, 80], ['TRAM', 1191, 4526], ['TRAM', 749, 3425], ['WALK', 856, 1048]]",9137
4629,4653,46188487,46350521,2020-10-27 17:34:00,1900-01-01 18:01:00,0 days 00:27:00,4.879442,52.3272678,4.8594565,52.3634711,True,3.0,2405.0,886.7104060130238,2.0,1559.0,156.0,"[['WALK', 126, 159], ['BUS', 476, 2240], ['WALK', 155, 202], ['SUBWAY', 550, 5762], ['WALK', 239, 313], ['TRAM', 533, 2371], ['WALK', 170, 210]]",5702
4632,4656,7042607646,46335384,2020-10-27 17:41:00,1900-01-01 17:54:00,0 days 00:13:00,4.8732296,52.3675453,4.7892554,52.3599439,True,3.0,1773.0,486.3035263122231,0.0,1380.0,2.0,"[['WALK', 39, 51], ['TRAM', 1380, 6748], ['WALK', 352, 434]]",7226
4672,4696,7191998618,451707293,2020-10-27 17:35:00,1900-01-01 18:01:00,0 days 00:26:00,4.9285069,52.3551188,4.8698816,52.3686708,True,3.0,1821.0,590.1615789398961,0.0,1324.0,2.0,"[['WALK', 227, 255], ['TRAM', 1324, 5254], ['WALK', 268, 334]]",5437
4687,4711,2311111652,46566460,2020-10-27 17:39:00,1900-01-01 17:54:00,0 days 00:15:00,4.8739865,52.3664657,4.908004,52.4205859,True,3.0,2242.0,684.9531879642722,2.0,1478.0,209.0,"[['WALK', 202, 236], ['TRAM', 822, 2870], ['WALK', 106, 137], ['SUBWAY', 296, 3704], ['WALK', 171, 223], ['BUS', 360, 2640], ['WALK', 76, 88]]",11713
4699,4723,1838674592,46215626,2020-10-27 17:52:00,1900-01-01 18:04:00,0 days 00:12:00,4.8731145,52.3656727,4.8812279,52.3335741,True,3.0,1906.0,1294.171857128568,1.0,776.0,67.0,"[['WALK', 753, 932], ['TRAM', 582, 2338], ['WALK', 73, 94], ['BUS', 194, 1028], ['WALK', 237, 266]]",4542
4723,4747,46303627,46363201,2020-10-27 17:40:00,1900-01-01 18:01:00,0 days 00:21:00,4.9184729,52.3528251,4.8648219,52.3667811,True,3.0,2199.0,1444.0653684098445,0.0,1036.0,2.0,"[['WALK', 622, 791], ['TRAM', 1036, 4264], ['WALK', 539, 652]]",5390
4724,4748,46566460,2309504937,2020-10-27 17:08:00,1900-01-01 18:01:00,0 days 00:53:00,4.908004,52.4205859,4.8721303,52.3671718,True,3.0,2017.0,486.03500751708657,2.0,1594.0,37.0,"[['WALK', 104, 123], ['BUS', 600, 2610], ['WALK', 158, 207], ['SUBWAY', 495, 5722], ['WALK', 92, 119], ['TRAM', 499, 1868], ['WALK', 32, 35]]",11029
4725,4749,2311089897,46478388,2020-10-27 17:39:00,1900-01-01 18:11:00,0 days 00:32:00,4.8630367,52.3642628,4.9169675,52.3918123,True,3.0,1962.0,682.2674962325833,1.0,1114.0,290.0,"[['WALK', 76, 87], ['TRAM', 1008, 3560], ['WALK', 106, 137], ['SUBWAY', 106, 1845], ['WALK', 376, 457]]",8103
4746,4770,2311089897,46513611,2020-10-27 17:51:00,1900-01-01 18:08:00,0 days 00:17:00,4.8630367,52.3642628,4.9453206,52.40292,True,3.0,2410.0,657.3166090179225,2.0,1416.0,469.0,"[['WALK', 76, 87], ['TRAM', 1008, 3560], ['WALK', 106, 137], ['SUBWAY', 296, 3704], ['WALK', 151, 197], ['BUS', 112, 1160], ['WALK', 192, 235]]",9950
4747,4771,5904163578,2311101884,2020-10-27 17:54:00,1900-01-01 18:01:00,0 days 00:07:00,4.8630406,52.3852239,4.8711331,52.3668928,True,3.0,1130.0,666.8496466081956,0.0,581.0,2.0,"[['WALK', 450, 564], ['TRAM', 581, 2623], ['WALK', 97, 102]]",2891
4751,4775,46363201,2016695229,2020-10-27 17:14:00,1900-01-01 17:26:00,0 days 00:12:00,4.8648219,52.3667811,4.8880473,52.3310472,True,3.0,2438.0,1272.7950902131058,1.0,1263.0,144.0,"[['WALK', 235, 299], ['TRAM', 678, 3007], ['WALK', 60, 76], ['SUBWAY', 585, 5779], ['WALK', 736, 895]]",6195
4752,4776,46278428,2309524252,2020-10-27 17:29:00,1900-01-01 18:01:00,0 days 00:32:00,4.9585426,52.3465101,4.8703123,52.3702697,True,3.0,2745.0,1152.8235338212423,0.0,1798.0,2.0,"[['WALK', 856, 1047], ['TRAM', 1798, 7333], ['WALK', 89, 104]]",11505
4816,4840,2311090708,46324030,2020-10-27 17:55:00,1900-01-01 18:06:00,0 days 00:11:00,4.8627225,52.3647591,4.910081,52.3575144,True,3.0,1542.0,650.1529022520606,0.0,1013.0,2.0,"[['WALK', 31, 28], ['TRAM', 1013, 3955], ['WALK', 496, 621]]",4127
4819,4843,46270400,46371073,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.8577701,52.3450809,4.8649333,52.3684928,True,3.0,1727.0,741.7093383398841,1.0,1051.0,74.0,"[['WALK', 68, 71], ['TRAM', 462, 2017], ['WALK', 59, 75], ['TRAM', 589, 2172], ['WALK', 475, 594]]",3365
4834,4858,46362756,46379360,2020-10-27 17:31:00,1900-01-01 17:55:00,0 days 00:24:00,4.8671994,52.3664577,4.9240001,52.3700406,True,3.0,1607.0,423.1477744325482,0.0,1265.0,2.0,"[['WALK', 64, 77], ['TRAM', 1265, 4901], ['WALK', 276, 345]]",5438
4867,4891,46349723,46481699,2020-10-27 17:15:00,1900-01-01 17:32:00,0 days 00:17:00,4.8614971,52.3633007,4.93033,52.39253,True,3.0,2506.0,1499.4948571285677,1.0,1114.0,170.0,"[['WALK', 188, 239], ['TRAM', 1008, 3560], ['WALK', 106, 137], ['SUBWAY', 106, 1845], ['WALK', 928, 1122]]",8535
4884,4908,46385577,1325509680,2020-10-27 17:46:00,1900-01-01 18:09:00,0 days 00:23:00,4.8969822,52.3714631,4.7783761,52.3896675,True,3.0,3032.0,2269.787015011588,1.0,960.0,203.0,"[['WALK', 1062, 1240], ['RAIL', 420, 5385], ['WALK', 39, 48], ['BUS', 540, 5638], ['WALK', 768, 979]]",10019
4892,4916,46508185,2309524193,2020-10-27 17:22:00,1900-01-01 18:01:00,0 days 00:39:00,4.9442268,52.4011892,4.8686042,52.3705245,True,3.0,1942.0,457.6978947365874,2.0,1215.0,368.0,"[['WALK', 8, 10], ['BUS', 199, 1150], ['WALK', 151, 197], ['SUBWAY', 254, 3414], ['WALK', 69, 87], ['TRAM', 762, 2343], ['WALK', 131, 161]]",8867
4908,4932,46246551,46244537,2020-10-27 17:36:00,1900-01-01 18:00:00,0 days 00:24:00,4.9481228,52.3386825,4.9476786,52.3393435,True,1.0,79.0,79.86296240166018,0.0,0.0,0.0,"[['WALK', 79, 79]]",5763
4915,4939,2311101523,1678413514,2020-10-27 17:31:00,1900-01-01 17:39:00,0 days 00:08:00,4.8705375,52.3667295,4.937921,52.3911792,True,3.0,2251.0,651.576902250447,2.0,1283.0,439.0,"[['WALK', 98, 112], ['TRAM', 822, 2870], ['WALK', 106, 137], ['SUBWAY', 106, 1845], ['WALK', 71, 90], ['BUS', 355, 2180], ['WALK', 254, 311]]",8504
4918,4942,46358447,1614157905,2020-10-27 17:42:00,1900-01-01 17:58:00,0 days 00:16:00,4.867885,52.3654507,4.9349536,52.3534974,True,3.0,1873.0,413.3595263122231,1.0,1416.0,126.0,"[['WALK', 58, 69], ['TRAM', 1007, 3933], ['TRAM', 409, 1813], ['WALK', 273, 343]]",6358
4920,4944,46352078,46501989,2020-10-27 17:38:00,1900-01-01 18:02:00,0 days 00:24:00,4.8666033,52.3639229,4.8484863,52.3989814,True,3.0,1646.0,446.2275338276963,2.0,1238.0,38.0,"[['WALK', 291, 351], ['TRAM', 388, 1488], ['BUS', 480, 2585], ['WALK', 42, 52], ['BUS', 370, 2648], ['WALK', 37, 42]]",5502
4927,4951,5384049365,46362980,2020-10-27 17:23:00,1900-01-01 18:01:00,0 days 00:38:00,4.9583767,52.3958155,4.8745612,52.3666267,True,3.0,2989.0,637.8803984894839,1.0,2367.0,97.0,"[['WALK', 321, 397], ['BUS', 1138, 8038], ['TRAM', 1229, 4983], ['WALK', 204, 240]]",9837
4934,4958,46278428,46347260,2020-10-27 17:52:00,1900-01-01 18:15:00,0 days 00:23:00,4.9585426,52.3465101,4.858814,52.3627279,True,3.0,3200.0,1461.7964586326295,1.0,1820.0,200.0,"[['WALK', 856, 1047], ['TRAM', 1378, 6097], ['TRAM', 442, 1595], ['WALK', 324, 413]]",12097
4937,4961,46360267,46278428,2020-10-27 17:51:00,1900-01-01 18:09:00,0 days 00:18:00,4.8698467,52.3659387,4.9585426,52.3465101,True,3.0,2851.0,1300.707172918805,1.0,1659.0,126.0,"[['WALK', 210, 251], ['TRAM', 910, 3607], ['TRAM', 749, 3425], ['WALK', 856, 1048]]",8530
4939,4963,46257572,2284093727,2020-10-27 17:46:00,1900-01-01 18:01:00,0 days 00:15:00,4.8461178,52.342197,4.8655275,52.3655235,True,3.0,2125.0,869.8046315707956,1.0,1175.0,237.0,"[['WALK', 480, 567], ['BUS', 480, 2914], ['WALK', 125, 163], ['TRAM', 695, 2964], ['WALK', 108, 138]]",3748
4942,4966,46365716,46248282,2020-10-27 17:15:00,1900-01-01 17:31:00,0 days 00:16:00,4.8627854,52.3672914,4.9527397,52.3402631,True,3.0,2621.0,666.459759390308,0.0,2072.0,2.0,"[['WALK', 403, 488], ['TRAM', 2072, 8396], ['WALK', 144, 178]]",8378
4952,4976,2308176051,46507958,2020-10-27 17:01:00,1900-01-01 17:18:00,0 days 00:17:00,4.8703697,52.3708946,4.9446025,52.4010475,True,3.0,2404.0,857.863090217946,2.0,1199.0,520.0,"[['WALK', 51, 50], ['TRAM', 780, 2446], ['WALK', 106, 137], ['SUBWAY', 296, 3816], ['WALK', 160, 209], ['BUS', 123, 898], ['WALK', 368, 460]]",8865
4965,4989,46482157,46369688,2020-10-27 17:21:00,1900-01-01 18:01:00,0 days 00:40:00,4.9367589,52.3926916,4.8662609,52.3681208,True,3.0,2509.0,861.8454887122699,2.0,1327.0,485.0,"[['WALK', 270, 316], ['BUS', 370, 2272], ['WALK', 115, 149], ['SUBWAY', 348, 3923], ['WALK', 92, 119], ['TRAM', 609, 2225], ['WALK', 220, 276]]",8388
4966,4990,2311111652,46480317,2020-10-27 17:26:00,1900-01-01 18:00:00,0 days 00:34:00,4.8739865,52.3664657,4.9265738,52.3922728,True,3.0,2134.0,1191.5224060033431,1.0,928.0,230.0,"[['WALK', 202, 236], ['TRAM', 822, 2870], ['WALK', 106, 137], ['SUBWAY', 106, 1845], ['WALK', 668, 817]]",7282
4976,5000,413562329,46502590,2020-10-27 17:03:00,1900-01-01 17:18:00,0 days 00:15:00,4.7589916,52.3838134,4.9284932,52.3991202,True,3.0,2228.0,1230.0921729204183,1.0,956.0,272.0,"[['WALK', 469, 579], ['RAIL', 660, 10307], ['WALK', 124, 162], ['SUBWAY', 296, 3704], ['WALK', 407, 487]]",16611
4979,5003,6721680607,46365684,2020-10-27 17:22:00,1900-01-01 17:43:00,0 days 00:21:00,4.9532654,52.4217992,4.8666615,52.3672511,True,3.0,2467.0,605.6033909756239,1.0,1746.0,252.0,"[['WALK', 110, 138], ['BUS', 780, 7438], ['WALK', 230, 302], ['TRAM', 966, 3134], ['WALK', 129, 164]]",10694
4997,5022,2352244625,46201004,2020-10-27 17:51:00,1900-01-01 18:41:00,0 days 00:50:00,4.8731658,52.365688,4.8797903,52.3304337,True,3.0,1805.0,1092.2812932276845,1.0,864.0,67.0,"[['WALK', 743, 929], ['TRAM', 582, 2338], ['WALK', 73, 94], ['BUS', 282, 1458], ['WALK', 58, 68]]",4278
4998,5023,2021835315,291130803,2020-10-27 17:29:00,1900-01-01 18:01:00,0 days 00:32:00,4.9400694,52.3738989,4.8689724,52.3699772,True,3.0,1775.0,591.07399999516,0.0,1300.0,2.0,"[['WALK', 97, 119], ['TRAM', 1300, 5606], ['WALK', 376, 471]]",5672
5007,5032,2300133261,46380053,2020-10-27 17:04:00,1900-01-01 17:19:00,0 days 00:15:00,4.8787185,52.3638151,4.9126136,52.3703174,True,3.0,1893.0,1624.4903082457245,0.0,522.0,2.0,"[['WALK', 404, 444], ['TRAM', 522, 2045], ['WALK', 965, 1179]]",4032
5012,5037,46320256,46360157,2020-10-27 17:40:00,1900-01-01 18:01:00,0 days 00:21:00,4.9144515,52.3565137,4.8652085,52.3659711,True,3.0,1605.0,793.1453157837846,0.0,962.0,2.0,"[['WALK', 181, 224], ['TRAM', 962, 3986], ['WALK', 460, 568]]",4889
5013,5038,7042607654,46179502,2020-10-27 17:44:00,1900-01-01 17:56:00,0 days 00:12:00,4.8722357,52.3672652,4.8882029,52.324964,True,3.0,1937.0,547.6036992439352,2.0,1101.0,393.0,"[['WALK', 34, 30], ['TRAM', 643, 2353], ['WALK', 34, 41], ['SUBWAY', 100, 1243], ['WALK', 197, 258], ['BUS', 358, 1602], ['WALK', 178, 216]]",5568
5016,5041,46363698,46560239,2020-10-27 17:19:00,1900-01-01 17:34:00,0 days 00:15:00,4.8623495,52.3668182,4.9131617,52.4181852,True,3.0,3007.0,1243.611203001672,2.0,1559.0,475.0,"[['WALK', 269, 336], ['TRAM', 1008, 3560], ['WALK', 106, 137], ['SUBWAY', 296, 3816], ['WALK', 145, 189], ['BUS', 255, 1870], ['WALK', 453, 580]]",10999
5020,5045,46278428,2300133169,2020-10-27 17:44:00,1900-01-01 18:01:00,0 days 00:17:00,4.9585426,52.3465101,4.8708979,52.3689241,True,3.0,2863.0,1308.2978044976671,0.0,1798.0,2.0,"[['WALK', 856, 1047], ['TRAM', 1798, 7333], ['WALK', 207, 260]]",11273
5025,5050,46486189,46352078,2020-10-27 17:22:00,1900-01-01 18:01:00,0 days 00:39:00,4.9318294,52.3937872,4.8666033,52.3639229,True,3.0,2458.0,901.5358796943474,2.0,1258.0,485.0,"[['WALK', 228, 280], ['BUS', 301, 1793], ['WALK', 115, 149], ['SUBWAY', 348, 3923], ['WALK', 92, 119], ['TRAM', 609, 2225], ['WALK', 280, 352]]",8443
5030,5055,420259795,3301285112,2020-10-27 17:14:00,1900-01-01 17:29:00,0 days 00:15:00,4.8041167,52.3536904,4.9033376,52.3601859,True,3.0,1895.0,432.23022555938513,0.0,1535.0,2.0,"[['WALK', 187, 214], ['TRAM', 1535, 7393], ['WALK', 171, 217]]",7644
5032,5057,2004730847,46367433,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.7840099,52.3619667,4.8643181,52.3676501,True,3.0,2325.0,1222.931383452084,0.0,1355.0,2.0,"[['WALK', 652, 820], ['TRAM', 1355, 6751], ['WALK', 316, 402]]",7167
5037,5062,2791236365,46361946,2020-10-27 17:46:00,1900-01-01 18:01:00,0 days 00:15:00,4.9559085,52.3444498,4.8611933,52.3663103,True,3.0,3076.0,1425.1559924716191,0.0,1944.0,2.0,"[['WALK', 677, 856], ['TRAM', 1944, 7866], ['WALK', 453, 568]]",9019
5061,5086,46360550,46306734,2020-10-27 17:48:00,1900-01-01 18:12:00,0 days 00:24:00,4.9318505,52.3660068,4.829037,52.3535464,True,3.0,2854.0,1279.0006315659552,0.0,1809.0,2.0,"[['WALK', 504, 620], ['TRAM', 1809, 8130], ['WALK', 539, 658]]",8145
5071,5097,46365684,46491270,2020-10-27 17:01:00,1900-01-01 17:18:00,0 days 00:17:00,4.8666615,52.3672511,4.93894,52.39555,True,3.0,2383.0,772.7299248097738,2.0,1373.0,408.0,"[['WALK', 136, 172], ['TRAM', 598, 2297], ['WALK', 179, 234], ['SUBWAY', 535, 5989], ['WALK', 158, 207], ['BUS', 240, 1605], ['WALK', 129, 158]]",8558
5086,5113,46544501,451707276,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.7593357,52.4128188,4.8652738,52.3700016,True,3.0,2963.0,1243.2113834553109,1.0,1621.0,381.0,"[['WALK', 852, 1109], ['BUS', 960, 7224], ['WALK', 41, 51], ['TRAM', 661, 3237], ['WALK', 68, 82]]",10950
5111,5138,558702081,46350186,2020-10-27 17:18:00,1900-01-01 17:24:00,0 days 00:06:00,4.8644605,52.3699122,4.8813808,52.3634066,True,3.0,840.0,293.0320977350325,0.0,563.0,2.0,"[['WALK', 86, 93], ['TRAM', 563, 1991], ['WALK', 189, 199]]",2317
5126,5153,4197563460,1106841180,2020-10-27 17:54:00,1900-01-01 18:01:00,0 days 00:07:00,4.8566966,52.3770856,4.8807821,52.3623822,True,3.0,1196.0,429.46207517570593,0.0,805.0,2.0,"[['WALK', 89, 97], ['TRAM', 805, 2981], ['WALK', 300, 331]]",3271
5127,5154,46245550,46352961,2020-10-27 17:50:00,1900-01-01 18:03:00,0 days 00:13:00,4.9388158,52.3395332,4.870952,52.3641285,True,3.0,2034.0,461.19469172362193,1.0,1636.0,14.0,"[['WALK', 36, 44], ['BUS', 579, 2906], ['WALK', 43, 53], ['TRAM', 1057, 4228], ['WALK', 305, 362]]",6648
5138,5166,46359888,46180104,2020-10-27 17:04:00,1900-01-01 17:19:00,0 days 00:15:00,4.9478588,52.3659054,4.8618464,52.3251759,True,3.0,2756.0,957.85447367487,1.0,1854.0,114.0,"[['WALK', 151, 161], ['TRAM', 1126, 4938], ['WALK', 67, 85], ['TRAM', 728, 3818], ['WALK', 570, 710]]",9254
5145,5173,46363698,46353629,2020-10-27 17:56:00,1900-01-01 18:01:00,0 days 00:05:00,4.8623495,52.3668182,4.8759891,52.3643047,True,3.0,882.0,863.1478270553811,0.0,168.0,2.0,"[['WALK', 269, 336], ['TRAM', 168, 689], ['WALK', 443, 526]]",1481
5146,5174,46560550,46346264,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.8847145,52.4184982,4.8620537,52.3624598,True,3.0,2336.0,1111.9158571366345,2.0,1407.0,48.0,"[['WALK', 148, 183], ['BUS', 885, 7500], ['WALK', 162, 211], ['RAIL', 240, 3520], ['WALK', 92, 118], ['TRAM', 282, 1748], ['WALK', 479, 597]]",10047
5170,5198,46341915,46248282,2020-10-27 17:45:00,1900-01-01 18:00:00,0 days 00:15:00,4.8626915,52.3614448,4.9527397,52.3402631,True,3.0,2364.0,581.6099548797334,1.0,1808.0,80.0,"[['WALK', 332, 403], ['TRAM', 857, 3361], ['TRAM', 951, 4358], ['WALK', 144, 178]]",8033
5178,5206,46542307,2311108506,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.8868377,52.4120997,4.8738375,52.3650389,True,3.0,2189.0,602.5575563886362,2.0,1595.0,115.0,"[['WALK', 25, 25], ['BUS', 748, 4383], ['WALK', 125, 163], ['SUBWAY', 348, 3923], ['WALK', 92, 119], ['TRAM', 499, 1868], ['WALK', 237, 293]]",10122
5190,5218,46495289,46343839,2020-10-27 17:12:00,1900-01-01 17:35:00,0 days 00:23:00,4.9143965,52.3968495,4.8645482,52.3618872,True,3.0,1796.0,571.6187293187351,2.0,1102.0,235.0,"[['WALK', 70, 80], ['BUS', 221, 1097], ['WALK', 125, 163], ['SUBWAY', 348, 3923], ['WALK', 92, 119], ['TRAM', 533, 2082], ['WALK', 172, 207]]",8588
5213,5241,46342707,4422115072,2020-10-27 17:16:00,1900-01-01 17:30:00,0 days 00:14:00,4.8821335,52.3616757,4.8356981,52.3876557,True,3.0,2099.0,779.8607969757408,0.0,1414.0,2.0,"[['WALK', 344, 404], ['TRAM', 1414, 5373], ['WALK', 339, 374]]",5530
5217,5245,46505451,2311109603,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.8423577,52.4002022,4.8733882,52.3653925,True,3.0,2633.0,2004.509202991992,1.0,918.0,107.0,"[['WALK', 1403, 1759], ['BUS', 461, 3084], ['TRAM', 457, 1690], ['WALK', 205, 244]]",6158
5223,5251,46562099,1352598281,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.9123483,52.4186834,4.8600458,52.3577743,True,3.0,2776.0,1296.1080526260596,2.0,1503.0,257.0,"[['WALK', 744, 948], ['BUS', 981, 6442], ['WALK', 73, 94], ['RAIL', 240, 3520], ['WALK', 92, 118], ['TRAM', 282, 1748], ['WALK', 107, 134]]",11567
5242,5270,46350186,3803531951,2020-10-27 17:46:00,1900-01-01 18:17:00,0 days 00:31:00,4.8813808,52.3634066,4.9558535,52.3551768,True,3.0,1954.0,536.4983533692174,1.0,1242.0,230.0,"[['WALK', 189, 199], ['TRAM', 960, 4266], ['WALK', 72, 91], ['BUS', 282, 2318], ['WALK', 221, 244]]",6501
5246,5274,46339348,46513364,2020-10-27 17:26:00,1900-01-01 17:43:00,0 days 00:17:00,4.8678749,52.3608805,4.938,52.4027586,True,3.0,2457.0,1116.862112775659,1.0,1092.0,476.0,"[['WALK', 187, 236], ['TRAM', 557, 2066], ['WALK', 179, 234], ['SUBWAY', 535, 5878], ['WALK', 523, 645]]",9603
5249,5277,46278428,46349438,2020-10-27 17:17:00,1900-01-01 18:01:00,0 days 00:44:00,4.9585426,52.3465101,4.8670766,52.3632557,True,3.0,2995.0,1530.677135320465,1.0,1667.0,84.0,"[['WALK', 856, 1047], ['TRAM', 1224, 5486], ['TRAM', 443, 1711], ['WALK', 388, 482]]",11415
5264,5292,46352961,46252254,2020-10-27 17:36:00,1900-01-01 18:11:00,0 days 00:35:00,4.870952,52.3641285,4.9508125,52.3410774,True,3.0,2312.0,731.1870451025195,1.0,1563.0,140.0,"[['WALK', 370, 438], ['TRAM', 719, 2761], ['TRAM', 844, 3767], ['WALK', 239, 291]]",7293
5282,5310,46248181,46354459,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.9486284,52.340215,4.872243,52.3644752,True,3.0,2455.0,1292.86152629609,0.0,1378.0,2.0,"[['WALK', 405, 481], ['TRAM', 1378, 6097], ['WALK', 670, 811]]",7344
5285,5313,46356117,922987730,2020-10-27 17:52:00,1900-01-01 18:07:00,0 days 00:15:00,4.8719999,52.3647825,4.9556026,52.3554995,True,3.0,2194.0,539.8300075122465,1.0,1701.0,47.0,"[['WALK', 321, 392], ['TRAM', 1301, 5450], ['BUS', 400, 2707], ['WALK', 125, 147]]",7154
5289,5317,601499189,46278428,2020-10-27 17:56:00,1900-01-01 18:40:00,0 days 00:44:00,4.8700476,52.3638559,4.9585426,52.3465101,True,3.0,3059.0,1420.4863684033903,1.0,1756.0,126.0,"[['WALK', 321, 371], ['TRAM', 1007, 3933], ['TRAM', 749, 3425], ['WALK', 856, 1048]]",8334
5292,5320,2768560412,1352598298,2020-10-27 17:37:00,1900-01-01 17:51:00,0 days 00:14:00,4.9137013,52.4180639,4.8606253,52.3578941,True,3.0,2787.0,1202.4818872098206,2.0,1619.0,217.0,"[['WALK', 564, 716], ['BUS', 482, 1922], ['WALK', 158, 207], ['SUBWAY', 495, 5722], ['WALK', 92, 119], ['TRAM', 642, 2481], ['WALK', 137, 159]]",11615
5294,5323,3177151769,722976569,2020-10-27 17:45:00,1900-01-01 18:01:00,0 days 00:16:00,4.8936026,52.3674653,4.8754005,52.3627128,True,3.0,1044.0,976.126195474905,0.0,230.0,2.0,"[['WALK', 332, 391], ['TRAM', 230, 677], ['WALK', 480, 584]]",3001
5308,5337,7602202566,46504618,2020-10-27 17:17:00,1900-01-01 18:01:00,0 days 00:44:00,4.8872159,52.3497313,4.9106826,52.399998,True,3.0,1567.0,895.6712180390717,1.0,667.0,185.0,"[['WALK', 533, 673], ['SUBWAY', 445, 4798], ['WALK', 37, 45], ['BUS', 222, 1360], ['WALK', 145, 175]]",8051
5310,5339,46364851,722976570,2020-10-27 17:39:00,1900-01-01 18:01:00,0 days 00:22:00,4.8284216,52.3670025,4.8758385,52.3618682,True,3.0,1680.0,1245.6509172862338,0.0,683.0,2.0,"[['WALK', 892, 1120], ['TRAM', 683, 3429], ['WALK', 103, 124]]",4071
5317,5346,722976543,46507949,2020-10-27 17:20:00,1900-01-01 17:35:00,0 days 00:15:00,4.8752591,52.3626763,4.8431021,52.4010638,True,3.0,2330.0,1928.1430601350792,1.0,765.0,23.0,"[['WALK', 88, 102], ['TRAM', 525, 2851], ['WALK', 57, 71], ['RAIL', 240, 3520], ['WALK', 1397, 1752]]",6404
